run_id,scenario_id,experiment,category,model,mission_text,is_nominal_gt,decision_correct,is_tp,is_tn,is_fp,is_fn,constraint_valid,tail_match,mission_success,allows_partial_credit,partial_credit_score,model_said_nominal,reason,attempts,needed_retry,latency_s,approx_prompt_tokens,approx_output_tokens,errors
7,E1-EX1,1,EX,gemini-2.5-flash-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Perception lost track of object 1 during its approach, so it must be re-approached and mapped to fulfill the mission.",1,False,7.831,742,36,[]
7,E1-EX1,1,EX,gemini-2.5-flash-base,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,False,False,False,,False,"Perception lost object 1, so a search is required before re-attempting approach and mapping of object 1.",1,False,1.348,742,75,[]
7,E1-EX1,1,EX,qwen-235b-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,False,False,False,,False,"Object 1 tracking lost during approach invalidates the map step, requiring reacquisition via search before mapping.",2,True,238.911,742,116,"[""attempt 1: 'NoneType' object has no attribute 'strip'""]"
7,E1-EX1,1,EX,qwen-235b-instruct,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,False,False,False,,False,Perception lost track of object 1 during approach; re-insert search to reacquire before attempting approach and map again.,1,False,7.351,742,36,[]
7,E1-EX1,1,EX,deepseek-r1,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,False,False,False,,False,"Object 1 was lost during approach, so a search is needed to re-acquire it before mapping to satisfy the mission requirement of mapping every found object.",1,False,330.927,742,97,[]
7,E1-EX1,1,EX,o4-mini,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,False,False,False,,False,Object 1 was lost during approach and must be reacquired via search before mapping.,1,False,9.435,742,31,[]
7,E1-EX2,1,EX,gemini-2.5-flash-thinking,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"The second orbit for object 1 failed, meaning it has only been orbited once, so an additional approach and map for object 1 are required to satisfy the mission goal of two orbits per object.",1,False,9.566,753,128,[]
7,E1-EX2,1,EX,gemini-2.5-flash-base,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Object 1's second orbit failed, so an additional approach and orbit are required to complete the mission for object 1.",2,True,2.566,753,28,"[""attempt 1: map at 0 (object_id=1) requires a preceding approach""]"
7,E1-EX2,1,EX,qwen-235b-thinking,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Object 1 requires a second successful orbit after its planned second pass failed with unusable data, necessitating re-approach and single orbit repetition before proceeding to object 2.",2,True,99.92,753,116,"[""attempt 1: 'NoneType' object has no attribute 'strip'""]"
7,E1-EX2,1,EX,qwen-235b-instruct,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,False,False,False,,False,Object 1 requires two complete orbits but the second orbit failed; re-approach and re-map with two orbits are needed to satisfy the mission.,1,False,1.793,753,33,[]
7,E1-EX2,1,EX,deepseek-r1,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Object 1 requires one additional complete orbit to satisfy the mission's ""orbit each one twice"" requirement after the second orbit attempt failed mid-execution.",1,False,72.327,753,41,[]
7,E1-EX2,1,EX,o4-mini,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,The second orbit for object 1 failed and must be retried to meet the two-orbit requirement before proceeding.,1,False,7.966,753,35,[]
7,E1-EX3,1,EX,gemini-2.5-flash-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,Critically low battery necessitates immediate return home to ensure safety and prevent asset loss.,1,False,8.124,706,22,[]
7,E1-EX3,1,EX,gemini-2.5-flash-base,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Battery critically low, compelling an immediate return home to prevent loss of aircraft.",1,False,0.793,706,25,[]
7,E1-EX3,1,EX,qwen-235b-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Critically low battery (10%) necessitates immediate return to prevent crash, skipping the map step to ensure safe mission completion with return_home as required.",2,True,81.657,706,43,"[""attempt 1: 'NoneType' object has no attribute 'strip'""]"
7,E1-EX3,1,EX,qwen-235b-instruct,"Search for objects and map every one you find with one orbit, then return home.",False,False,False,False,False,True,False,False,False,False,,True,,1,False,2.189,706,1,[]
7,E1-EX3,1,EX,deepseek-r1,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,Critically low battery requires aborting mapping to ensure sufficient energy for safe return home.,1,False,145.349,706,25,[]
7,E1-EX3,1,EX,o4-mini,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,False,False,False,False,,False,,3,True,16.655,706,20,"[""attempt 1: map at 0 (object_id=1) requires a preceding approach"", ""attempt 2: map at 0 (object_id=1) requires a preceding approach"", ""attempt 3: map at 0 (object_id=1) requires a preceding approach""]"
7,E1-NOM1,1,NOM,gemini-2.5-flash-thinking,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,4.063,673,1,[]
7,E1-NOM1,1,NOM,gemini-2.5-flash-base,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,0.401,673,1,[]
7,E1-NOM1,1,NOM,qwen-235b-thinking,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,39.873,673,1,[]
7,E1-NOM1,1,NOM,qwen-235b-instruct,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,1.404,673,1,[]
7,E1-NOM1,1,NOM,deepseek-r1,"Search for objects and map every one you find with one orbit, then return home.",True,False,False,False,True,False,,,False,False,,False,The map step for object_id=2 was missing the required 'repeat':1 to ensure one orbit per mission specification.,1,False,184.563,673,67,[]
7,E1-NOM1,1,NOM,o4-mini,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,6.26,673,1,[]
7,E1-NOM2,1,NOM,gemini-2.5-flash-thinking,"Find objects and orbit each one twice, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,8.843,642,1,[]
7,E1-NOM2,1,NOM,gemini-2.5-flash-base,"Find objects and orbit each one twice, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,0.414,642,1,[]
7,E1-NOM2,1,NOM,qwen-235b-thinking,"Find objects and orbit each one twice, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,9.656,642,1,[]
7,E1-NOM2,1,NOM,qwen-235b-instruct,"Find objects and orbit each one twice, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,8.492,642,1,[]
