run_id,scenario_id,level,model,mission_text,validity_rate,tail_match,mission_success,attempts,needed_retry,latency_s,approx_prompt_tokens,approx_output_tokens,altitude_explicit,standoff_explicit,plan_length,reference_length,length_match,steps_correct_count,errors
4,P-L1-01,L1,gemini-2.5-flash-thinking,Take off to 5 meters and return home.,True,True,True,1,False,2.074,446,22,True,True,2,2,True,2,[]
4,P-L1-01,L1,gemini-2.5-flash-base,Take off to 5 meters and return home.,True,True,True,1,False,0.622,446,22,True,True,2,2,True,2,[]
4,P-L1-01,L1,qwen-235b-thinking,Take off to 5 meters and return home.,True,True,True,1,False,16.168,446,22,True,True,2,2,True,2,[]
4,P-L1-01,L1,qwen-235b-instruct,Take off to 5 meters and return home.,True,True,True,1,False,3.737,446,14,True,True,2,2,True,2,[]
4,P-L1-01,L1,deepseek-r1,Take off to 5 meters and return home.,True,True,True,1,False,11.238,446,20,True,True,2,2,True,2,[]
4,P-L1-01,L1,o4-mini,Take off to 5 meters and return home.,True,True,True,1,False,3.41,446,22,True,True,2,2,True,2,[]
4,P-L1-02,L1,gemini-2.5-flash-thinking,"Take off, do a quick scan of the area, then come back.",True,True,True,1,False,2.992,452,35,False,True,3,3,True,3,[]
4,P-L1-02,L1,gemini-2.5-flash-base,"Take off, do a quick scan of the area, then come back.",True,True,True,1,False,0.853,452,35,False,True,3,3,True,3,[]
4,P-L1-02,L1,qwen-235b-thinking,"Take off, do a quick scan of the area, then come back.",True,True,True,1,False,28.224,452,35,False,True,3,3,True,3,[]
4,P-L1-02,L1,qwen-235b-instruct,"Take off, do a quick scan of the area, then come back.",True,True,True,1,False,1.672,452,35,False,True,3,3,True,3,[]
4,P-L1-02,L1,deepseek-r1,"Take off, do a quick scan of the area, then come back.",True,True,True,2,True,37.592,452,35,False,True,3,3,True,3,"[""attempt 1: Must start with takeoff; Must end with return_home; Unknown state '' at step 0; Unknown state '' at step 1; Unknown state '' at step 2""]"
4,P-L1-02,L1,o4-mini,"Take off, do a quick scan of the area, then come back.",True,True,True,1,False,2.818,452,35,False,True,3,3,True,3,[]
4,P-L1-03,L1,gemini-2.5-flash-thinking,Perform a thorough grid search of the area and return to base.,True,True,True,1,False,2.572,452,35,False,True,3,3,True,3,[]
