run_id,scenario_id,level,model,mission_text,validity_rate,tail_match,mission_success,attempts,needed_retry,latency_s,approx_prompt_tokens,approx_output_tokens,altitude_explicit,standoff_explicit,plan_length,reference_length,length_match,steps_correct_count,errors
10,P-L1-01,L1,gemini-2.5-flash-thinking,Take off to 5 meters and return home.,True,True,True,1,False,1.83,446,22,True,True,2,2,True,2,[]
10,P-L1-01,L1,gemini-2.5-flash-base,Take off to 5 meters and return home.,True,True,True,1,False,0.636,446,22,True,True,2,2,True,2,[]
10,P-L1-01,L1,qwen-235b-thinking,Take off to 5 meters and return home.,True,True,True,1,False,3.835,446,22,True,True,2,2,True,2,[]
10,P-L1-01,L1,qwen-235b-instruct,Take off to 5 meters and return home.,True,True,True,1,False,6.385,446,14,True,True,2,2,True,2,[]
10,P-L1-01,L1,deepseek-r1,Take off to 5 meters and return home.,True,True,True,1,False,20.039,446,22,True,True,2,2,True,2,[]
10,P-L1-01,L1,o4-mini,Take off to 5 meters and return home.,True,True,True,1,False,2.357,446,1,True,True,2,2,True,2,[]
10,P-L1-02,L1,gemini-2.5-flash-thinking,"Take off, do a quick scan of the area, then come back.",True,True,True,1,False,2.822,452,35,False,True,3,3,True,3,[]
10,P-L1-02,L1,gemini-2.5-flash-base,"Take off, do a quick scan of the area, then come back.",True,True,True,1,False,0.829,452,35,False,True,3,3,True,3,[]
10,P-L1-02,L1,qwen-235b-thinking,"Take off, do a quick scan of the area, then come back.",True,True,True,1,False,5.734,452,35,False,True,3,3,True,3,[]
10,P-L1-02,L1,qwen-235b-instruct,"Take off, do a quick scan of the area, then come back.",True,True,True,1,False,17.952,452,35,False,True,3,3,True,3,[]
10,P-L1-02,L1,deepseek-r1,"Take off, do a quick scan of the area, then come back.",True,True,True,1,False,13.48,452,32,False,True,3,3,True,3,[]
10,P-L1-02,L1,o4-mini,"Take off, do a quick scan of the area, then come back.",True,True,True,1,False,4.644,452,35,False,True,3,3,True,3,[]
10,P-L1-03,L1,gemini-2.5-flash-thinking,Perform a thorough grid search of the area and return to base.,True,True,True,1,False,1.814,452,35,False,True,3,3,True,3,[]
10,P-L1-03,L1,gemini-2.5-flash-base,Perform a thorough grid search of the area and return to base.,True,True,True,1,False,0.802,452,35,False,True,3,3,True,3,[]
10,P-L1-03,L1,qwen-235b-thinking,Perform a thorough grid search of the area and return to base.,True,True,True,1,False,6.419,452,35,False,True,3,3,True,3,[]
10,P-L1-03,L1,qwen-235b-instruct,Perform a thorough grid search of the area and return to base.,True,True,True,1,False,0.662,452,35,False,True,3,3,True,3,[]
10,P-L1-03,L1,deepseek-r1,Perform a thorough grid search of the area and return to base.,True,True,True,1,False,20.12,452,35,False,True,3,3,True,3,[]
10,P-L1-03,L1,o4-mini,Perform a thorough grid search of the area and return to base.,True,True,True,1,False,2.834,452,35,False,True,3,3,True,3,[]
10,P-L2-01,L2,gemini-2.5-flash-thinking,"Search for objects and orbit the first one you find at a 5 meter standoff, then come home.",True,True,True,1,False,3.216,460,67,False,True,5,5,True,5,[]
10,P-L2-01,L2,gemini-2.5-flash-base,"Search for objects and orbit the first one you find at a 5 meter standoff, then come home.",True,True,True,1,False,1.044,460,67,False,True,5,5,True,5,[]
