run_id,scenario_id,experiment,category,model,mission_text,is_nominal_gt,decision_correct,is_tp,is_tn,is_fp,is_fn,constraint_valid,tail_match,mission_success,allows_partial_credit,partial_credit_score,model_said_nominal,reason,attempts,needed_retry,latency_s,approx_prompt_tokens,approx_output_tokens,errors
2,E1-EX1,1,EX,gemini-2.5-flash-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,False,False,False,,False,"Perception lost track of object 1, so a search and re-approach are needed before mapping it to satisfy the mission.",1,False,10.638,742,37,[]
2,E1-EX1,1,EX,gemini-2.5-flash-base,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Perception lost object 1 during its approach, so the approach and mapping of object 1 must be re-attempted.",1,False,1.15,742,33,[]
2,E1-EX1,1,EX,qwen-235b-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,False,False,False,,False,Object 1 was lost during approach requiring reacquisition via yaw_scan search before its mapping sequence can safely proceed.,1,False,121.958,742,116,[]
2,E1-EX1,1,EX,qwen-235b-instruct,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,False,False,False,,False,Object 1 was lost during approach; a search is needed to reacquire it before attempting approach and map again.,1,False,7.796,742,28,[]
2,E1-EX1,1,EX,deepseek-r1,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,False,False,False,,False,"Object 1 was lost during approach, requiring a new search to reacquire it before mapping to satisfy mission completeness.",1,False,161.307,742,87,[]
2,E1-EX1,1,EX,o4-mini,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,False,False,False,,False,Added a search to reacquire object 1 after it was lost before mapping.,1,False,6.626,742,20,[]
2,E1-EX2,1,EX,gemini-2.5-flash-thinking,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"The mission requires orbiting each object twice, but object 1 only completed one successful orbit before the second pass failed, requiring an additional orbit for object 1.",1,False,8.088,753,114,[]
2,E1-EX2,1,EX,gemini-2.5-flash-base,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,False,False,False,,False,"Object 1 experienced a partial orbit failure, so the approach and mapping for object 1 must be repeated twice to fulfill the mission.",2,True,2.876,753,41,"[""attempt 1: map at 0 (object_id=1) requires a preceding approach""]"
2,E1-EX2,1,EX,qwen-235b-thinking,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"The second orbit of object 1 failed and the data is unusable, requiring a new approach and single orbit to complete the mandatory two orbits before proceeding to object 2.",1,False,88.285,753,120,[]
2,E1-EX2,1,EX,qwen-235b-instruct,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"The map of object 1 was aborted during its second orbit pass, requiring a re-attempt of approach and map for object 1 to complete the required two orbits, before proceeding to object 2 and return_home.",2,True,4.655,753,49,"[""attempt 1: map at 0 (object_id=1) requires a preceding approach""]"
2,E1-EX2,1,EX,deepseek-r1,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,Object 1 requires one additional orbit to complete the two-orbit mission requirement after its second orbit failed mid-execution.,1,False,102.137,753,27,[]
2,E1-EX2,1,EX,o4-mini,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,Object 1’s second orbit was aborted and must be re-flown to meet the two-orbit requirement.,1,False,7.632,753,22,[]
2,E1-EX3,1,EX,gemini-2.5-flash-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Battery is critically low, requiring immediate return home to prevent a safety incident.",1,False,7.356,706,21,[]
2,E1-EX3,1,EX,gemini-2.5-flash-base,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Battery is critically low, requiring an immediate return home to prevent drone loss.",1,False,0.701,706,25,[]
2,E1-EX3,1,EX,qwen-235b-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Critically low battery (10%) requires immediate return to prevent crash, skipping the unsafe orbit which would risk mission failure by losing the UAV.",2,True,308.833,706,43,"[""attempt 1: 'NoneType' object has no attribute 'strip'""]"
2,E1-EX3,1,EX,qwen-235b-instruct,"Search for objects and map every one you find with one orbit, then return home.",False,False,False,False,False,True,False,False,False,False,,True,,1,False,2.112,706,1,[]
2,E1-EX3,1,EX,deepseek-r1,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Critically low battery necessitates immediate return to ensure safe landing, skipping the mapping step to conserve remaining power.",1,False,36.931,706,28,[]
2,E1-EX3,1,EX,o4-mini,"Search for objects and map every one you find with one orbit, then return home.",False,False,False,False,False,True,False,False,False,False,,True,,2,True,10.818,706,1,"[""attempt 1: map at 0 (object_id=1) requires a preceding approach""]"
2,E1-NOM1,1,NOM,gemini-2.5-flash-thinking,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,6.402,673,1,[]
2,E1-NOM1,1,NOM,gemini-2.5-flash-base,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,0.513,673,1,[]
